,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
0,"Krishnarajanagara, Karnataka, India",01-01-2010,21.5,21.5,21.5,,,0.1,,,2.6,81,,1.8,30.3,83.6,"Rain, Partially cloudy"
1,"Krishnarajanagara, Karnataka, India",01-02-2010,20.4,20.4,20.4,,,0,,,1.8,65,,3.5,20.3,76.94,Clear
2,"Krishnarajanagara, Karnataka, India",01-03-2010,19.8,19.8,19.8,,,0,,,1.8,65,,2,13.5,78.07,Clear
3,"Krishnarajanagara, Karnataka, India",01-04-2010,18.4,18.4,18.4,,,0,,,1.8,207,,2,6.8,75.19,Clear
4,"Krishnarajanagara, Karnataka, India",01-05-2010,18.5,18.5,18.5,,,0,,,0,,,2,0,72.14,Clear
5,"Krishnarajanagara, Karnataka, India",01-06-2010,19.8,19.8,19.8,,,0,,,0.4,50,,2,0,76.68,Clear
6,"Krishnarajanagara, Karnataka, India",01-07-2010,19.2,19.2,19.2,,,0,,,2.2,70,,2,20.3,66.42,Clear
7,"Krishnarajanagara, Karnataka, India",01-08-2010,19.7,19.7,19.7,,,0,,,1.8,70,,2,19,81.52,Clear
8,"Krishnarajanagara, Karnataka, India",01-09-2010,21,21,21,,,0,,,2.2,50,,2,22.6,83.77,Clear
9,"Krishnarajanagara, Karnataka, India",01-10-2010,21.4,21.4,21.4,,,0,,,0.8,140,,2,51.3,87.54,Partially cloudy
10,"Krishnarajanagara, Karnataka, India",01-11-2010,20.5,20.5,20.5,,,0,,,0.4,140,,1.8,30.3,88.7,Partially cloudy
11,"Krishnarajanagara, Karnataka, India",01-12-2010,20.8,20.8,20.8,,,0,,,0,,,2,7.7,83.36,Clear
12,"Krishnarajanagara, Karnataka, India",01/13/2010,21.2,21.2,21.2,,,0,,,0,,,1.2,51.3,92.1,Partially cloudy
13,"Krishnarajanagara, Karnataka, India",01/14/2010,21.7,21.7,21.7,,,1,,,1.8,101,,1.8,53.5,85.8,"Rain, Partially cloudy"
14,"Krishnarajanagara, Karnataka, India",01/15/2010,22.7,22.7,22.7,,,0,,,2.6,81,,3.5,53.5,83.63,Partially cloudy
15,"Krishnarajanagara, Karnataka, India",01/16/2010,18.1,18.1,18.1,,,0,,,3.5,27,,2,43.5,80.39,Partially cloudy
16,"Krishnarajanagara, Karnataka, India",01/17/2010,20.2,20.2,20.2,,,0,,,4,65,,3.5,0,69.42,Clear
17,"Krishnarajanagara, Karnataka, India",01/18/2010,17.1,17.1,17.1,,,0,,,1.8,50,,2,0,84.13,Clear
18,"Krishnarajanagara, Karnataka, India",01/19/2010,19.2,19.2,19.2,,,0,,,3.2,207,,1.2,77.4,85.88,Overcast
19,"Krishnarajanagara, Karnataka, India",01/20/2010,21,21,21,,,0,,,2.6,65,,1,7.7,78.23,Clear
20,"Krishnarajanagara, Karnataka, India",01/21/2010,19.3,19.3,19.3,,,0,,,2.2,50,,2,0,76.84,Clear
21,"Krishnarajanagara, Karnataka, India",01/22/2010,19.3,19.3,19.3,,,0,,,3.2,50,,3.5,0,70.62,Clear
22,"Krishnarajanagara, Karnataka, India",01/23/2010,18.7,18.7,18.7,,,0,,,0.8,140,,2,0,67.12,Clear
23,"Krishnarajanagara, Karnataka, India",01/24/2010,18.6,18.6,18.6,,,0,,,0.4,140,,1.8,0,66.39,Clear
24,"Krishnarajanagara, Karnataka, India",01/25/2010,,,,,,0,,,,,,,,,
25,"Krishnarajanagara, Karnataka, India",01/26/2010,20.3,20.3,20.3,,,0,,,1.8,50,,3.5,0,68.06,Clear
26,"Krishnarajanagara, Karnataka, India",01/27/2010,19.4,19.4,19.4,,,0,,,0.4,50,,2,6.8,80.42,Clear
27,"Krishnarajanagara, Karnataka, India",01/28/2010,20.1,20.1,20.1,,,0,,,2.2,70,,2,0,79.19,Clear
28,"Krishnarajanagara, Karnataka, India",01/29/2010,20.4,20.4,20.4,,,0,,,2.6,81,,8,18.1,70.33,Clear
29,"Krishnarajanagara, Karnataka, India",01/30/2010,20.2,20.2,20.2,,,0,,,2.2,50,,2,6.8,78.2,Clear
30,"Krishnarajanagara, Karnataka, India",01/31/2010,20.2,20.2,20.2,,,0,,,0.8,140,,2,6.8,75.1,Clear
31,"Krishnarajanagara, Karnataka, India",02-01-2010,20.1,20.1,20.1,,,0,,,1.8,101,,2,14.5,79.19,Clear
32,"Krishnarajanagara, Karnataka, India",02-02-2010,20.1,20.1,20.1,,,0,,,2.2,81,,2,0,77.95,Clear
33,"Krishnarajanagara, Karnataka, India",02-03-2010,19.8,19.8,19.8,,,0,,,1.8,81,,2,0,75.09,Clear
34,"Krishnarajanagara, Karnataka, India",02-04-2010,20.1,20.1,20.1,,,0,,,3.2,86,,2,0,66.04,Clear
35,"Krishnarajanagara, Karnataka, India",02-05-2010,20.7,20.7,20.7,,,0,,,0.8,50,,2,0,65.53,Clear
36,"Krishnarajanagara, Karnataka, India",02-06-2010,,,,,,0,,,,,,,,,
37,"Krishnarajanagara, Karnataka, India",02-07-2010,19.6,19.6,19.6,,,0,,,4.5,50,,2,0,73.72,Clear
38,"Krishnarajanagara, Karnataka, India",02-08-2010,20.6,20.6,20.6,,,0,,,1.8,50,,2,0,74.7,Clear
39,"Krishnarajanagara, Karnataka, India",02-09-2010,19.9,19.9,19.9,,,0,,,0,,,3.5,0,70.13,Clear
40,"Krishnarajanagara, Karnataka, India",02-10-2010,20.4,20.4,20.4,,,0,,,0.4,270,,2,9,88.93,Clear
41,"Krishnarajanagara, Karnataka, India",02-11-2010,21.8,21.8,21.8,,,0,,,0,,,2,90,85.61,Overcast
42,"Krishnarajanagara, Karnataka, India",02-12-2010,21.5,21.5,21.5,,,0,,,0,,,2,32.3,80.24,Partially cloudy
43,"Krishnarajanagara, Karnataka, India",02/13/2010,22.4,22.4,22.4,,,0,,,1.8,160,,1.2,0,84.22,Clear
44,"Krishnarajanagara, Karnataka, India",02/14/2010,21.6,21.6,21.6,,,0,,,1.4,250,,3.5,0,89.6,Clear
45,"Krishnarajanagara, Karnataka, India",02/15/2010,,,,,,0,,,,,,,,,
46,"Krishnarajanagara, Karnataka, India",02/16/2010,21.9,21.9,21.9,,,0,,,1.4,200,,2,0,83.48,Clear
47,"Krishnarajanagara, Karnataka, India",02/17/2010,22.6,22.6,22.6,,,0,,,0,,,1.2,0,75.6,Clear
48,"Krishnarajanagara, Karnataka, India",02/18/2010,22.1,22.1,22.1,,,0,,,0,,,1.2,25.8,82.46,Partially cloudy
49,"Krishnarajanagara, Karnataka, India",02/19/2010,22.4,22.4,22.4,,,0,,,1.4,270,,8.2,19,91.24,Clear
50,"Krishnarajanagara, Karnataka, India",02/20/2010,22.7,22.7,22.7,,,0,,,0,,,2,14.5,86.32,Clear
51,"Krishnarajanagara, Karnataka, India",02/21/2010,22.4,22.4,22.4,,,0,,,0,,,2,30,87.96,Partially cloudy
52,"Krishnarajanagara, Karnataka, India",02/22/2010,22.9,22.9,22.9,,,0,,,0,,,3.5,0,76.63,Clear
53,"Krishnarajanagara, Karnataka, India",02/23/2010,23.9,23.9,23.9,,,0,,,1.8,129,,3.5,6.8,80.21,Clear
54,"Krishnarajanagara, Karnataka, India",02/24/2010,22.8,22.8,22.8,,,0,,,1.4,320,,2,2.3,89.49,Clear
55,"Krishnarajanagara, Karnataka, India",02/25/2010,,,,,,0,,,,,,,,,
56,"Krishnarajanagara, Karnataka, India",02/26/2010,22.9,22.9,22.9,,,0.2,,,0,,,2,2.3,74.78,Rain
57,"Krishnarajanagara, Karnataka, India",02/27/2010,24.1,24.1,24.1,,,0,,,1.8,75,,2,0,75.8,Clear
58,"Krishnarajanagara, Karnataka, India",02/28/2010,24.4,24.4,24.4,,,0,,,3.2,86,,3.5,0,74.01,Clear
59,"Krishnarajanagara, Karnataka, India",03-01-2010,22.8,22.8,22.8,,,0,,,1.8,96,,3.5,0,74.54,Clear
60,"Krishnarajanagara, Karnataka, India",03-02-2010,21.4,21.4,21.4,,,0,,,0,,,2,0,91.21,Clear
61,"Krishnarajanagara, Karnataka, India",03-03-2010,22.2,22.2,22.2,,,0,,,0,,,2,0,89.93,Clear
62,"Krishnarajanagara, Karnataka, India",03-04-2010,22.6,22.6,22.6,,,0,,,1.4,230,,2,23.2,94.33,Clear
63,"Krishnarajanagara, Karnataka, India",03-05-2010,23.1,23.1,23.1,,,0,,,1.4,250,,2,18.1,92.59,Clear
64,"Krishnarajanagara, Karnataka, India",03-06-2010,23.4,23.4,23.4,,,0,,,1.4,230,,2,20.3,86.24,Clear
65,"Krishnarajanagara, Karnataka, India",03-07-2010,22.8,22.8,22.8,,,0,,,1.4,270,,3.5,11.3,85.95,Clear
66,"Krishnarajanagara, Karnataka, India",03-08-2010,25.5,25.5,25.5,,,0,,,0.8,90,,4,9,74.03,Clear
67,"Krishnarajanagara, Karnataka, India",03-09-2010,25.1,25.1,25.1,,,0,,,1.4,200,,2,0,88.68,Clear
68,"Krishnarajanagara, Karnataka, India",03-10-2010,26,26,26,,,0,,,3.6,81,,4,0,58.56,Clear
69,"Krishnarajanagara, Karnataka, India",03-11-2010,24.8,24.8,24.8,,,0,,,4.6,81,,3.5,68.7,73.59,Partially cloudy
70,"Krishnarajanagara, Karnataka, India",03-12-2010,21.6,21.6,21.6,,,0,,,6.7,65,,2,0,61.43,Clear
71,"Krishnarajanagara, Karnataka, India",03/13/2010,,,,,,0,,,,,,,,,
72,"Krishnarajanagara, Karnataka, India",03/14/2010,22.1,22.1,22.1,,,0,,,0,,,2,51.3,86,Partially cloudy
73,"Krishnarajanagara, Karnataka, India",03/15/2010,23.2,23.2,23.2,,,0,,,1.4,230,,2,0,93.73,Clear
74,"Krishnarajanagara, Karnataka, India",03/16/2010,24.4,24.4,24.4,,,0,,,1.4,270,,2,44.5,84.71,Partially cloudy
75,"Krishnarajanagara, Karnataka, India",03/17/2010,24.5,24.5,24.5,,,5,,,0,,,2,20.3,74.1,Rain
76,"Krishnarajanagara, Karnataka, India",03/18/2010,24.4,24.4,24.4,,,0,,,2.6,50,,2,6.8,70.85,Clear
77,"Krishnarajanagara, Karnataka, India",03/19/2010,24.7,24.7,24.7,,,0,,,0.8,90,,3.5,44.5,63.07,Partially cloudy
78,"Krishnarajanagara, Karnataka, India",03/20/2010,23.7,23.7,23.7,,,0,,,0,,,2,49,79.11,Partially cloudy
79,"Krishnarajanagara, Karnataka, India",03/21/2010,22.2,22.2,22.2,,,0,,,1.4,200,,2,13.5,87.94,Clear
80,"Krishnarajanagara, Karnataka, India",03/22/2010,23.1,23.1,23.1,,,0,,,0,,,2,0,89.18,Clear
81,"Krishnarajanagara, Karnataka, India",03/23/2010,22.3,22.3,22.3,,,0,,,1.4,230,,1.2,77.4,93.22,Overcast
82,"Krishnarajanagara, Karnataka, India",03/24/2010,24.2,24.2,24.2,,,0,,,2.8,270,,2,18.1,87.51,Clear
83,"Krishnarajanagara, Karnataka, India",03/25/2010,23.1,23.1,23.1,,,0,,,1.4,50,,2,0,91.72,Clear
84,"Krishnarajanagara, Karnataka, India",03/26/2010,24,24,24,,,0,,,2.8,230,,1.8,51.3,86.1,Partially cloudy
85,"Krishnarajanagara, Karnataka, India",03/27/2010,24.4,24.4,24.4,,,0,,,2.8,250,,2,51.3,83.14,Partially cloudy
86,"Krishnarajanagara, Karnataka, India",03/28/2010,24.2,24.2,24.2,,,0,,,0,,,2,0,83.89,Clear
87,"Krishnarajanagara, Karnataka, India",03/29/2010,24.6,24.6,24.6,,,0,,,2.8,250,,2,46.5,83.18,Partially cloudy
88,"Krishnarajanagara, Karnataka, India",03/30/2010,24.9,24.9,24.9,,,0,,,2.8,230,,2,51.3,86.51,Partially cloudy
89,"Krishnarajanagara, Karnataka, India",03/31/2010,21.8,21.8,21.8,,,0.1,,,0,,,1.8,22.6,93.83,Rain
90,"Krishnarajanagara, Karnataka, India",04-01-2010,22.4,22.4,22.4,,,2,,,1.8,189,,2,7.7,88.33,Rain
91,"Krishnarajanagara, Karnataka, India",04-02-2010,24.3,24.3,24.3,,,0,,,1.4,270,,2,0,88.42,Clear
92,"Krishnarajanagara, Karnataka, India",04-03-2010,28.1,28.1,28.1,,31.2,0,,,0.4,50,,2.5,7.7,72.25,Clear
93,"Krishnarajanagara, Karnataka, India",04-04-2010,,,,,,0,,,,,,,,,
94,"Krishnarajanagara, Karnataka, India",04-05-2010,25.2,25.2,25.2,,,0,,,0.4,270,,2,75.5,89.93,Overcast
95,"Krishnarajanagara, Karnataka, India",04-06-2010,26.1,26.1,26.1,,,0,,,0,,,2,16.8,87.11,Clear
96,"Krishnarajanagara, Karnataka, India",04-07-2010,25.9,25.9,25.9,,,0,,,1.8,81,,1.2,31,84.97,Partially cloudy
97,"Krishnarajanagara, Karnataka, India",04-08-2010,27.3,27.3,27.3,,30.7,0,,,3.6,81,,2.5,82.3,82.81,Overcast
98,"Krishnarajanagara, Karnataka, India",04-09-2010,27,27,27,,29.7,12,,,2.8,110,,2,19,79.69,Rain
99,"Krishnarajanagara, Karnataka, India",04-10-2010,25.3,25.3,25.3,,,0,,,1.8,281,,2,0,81,Clear
100,"Krishnarajanagara, Karnataka, India",04-11-2010,,,,,,0,,,,,,,,,
101,"Krishnarajanagara, Karnataka, India",04-12-2010,26.6,26.6,26.6,,,0,,,2.8,270,,2,18.1,80.13,Clear
102,"Krishnarajanagara, Karnataka, India",04/13/2010,24.1,24.1,24.1,,,24.19,,,1.4,180,,2,28.1,73.63,"Rain, Partially cloudy"
103,"Krishnarajanagara, Karnataka, India",04/14/2010,24.1,24.1,24.1,,,13,,,1.4,270,,2,21.3,75.76,Rain
104,"Krishnarajanagara, Karnataka, India",04/15/2010,24.3,24.3,24.3,,,9.97,,,0,,,2,16.8,75.98,Rain
105,"Krishnarajanagara, Karnataka, India",04/16/2010,25.1,25.1,25.1,,,0,,,1.4,230,,1.2,33.2,83.68,Partially cloudy
106,"Krishnarajanagara, Karnataka, India",04/17/2010,25.1,25.1,25.1,,,1,,,0,,,2,10,86.65,Rain
107,"Krishnarajanagara, Karnataka, India",04/18/2010,23.8,23.8,23.8,,,5.65,,,0.4,320,,2,80,82.1,"Rain, Overcast"
108,"Krishnarajanagara, Karnataka, India",04/19/2010,23.7,23.7,23.7,,,3.12,,,2.2,250,,2,64.5,82.13,"Rain, Partially cloudy"
109,"Krishnarajanagara, Karnataka, India",04/20/2010,,,,,,0,,,,,,,,,
110,"Krishnarajanagara, Karnataka, India",04/21/2010,24.2,24.2,24.2,,,2,,,1.8,266,,2,28.1,85.85,"Rain, Partially cloudy"
111,"Krishnarajanagara, Karnataka, India",04/22/2010,23.7,23.7,23.7,,,4.67,,,1.4,140,,2,91,88.61,"Rain, Overcast"
112,"Krishnarajanagara, Karnataka, India",04/23/2010,25.7,25.7,25.7,,,29,,,1.4,110,,2,0,82.67,Rain
113,"Krishnarajanagara, Karnataka, India",04/24/2010,22.8,22.8,22.8,,,5.6,,,0,,,2,100,85.24,"Rain, Overcast"
114,"Krishnarajanagara, Karnataka, India",04/25/2010,24,24,24,,,31,,,3.2,186,,2.5,41.3,79.19,"Rain, Partially cloudy"
115,"Krishnarajanagara, Karnataka, India",04/26/2010,24.8,24.8,24.8,,,11,,,1.4,140,,2,44.5,82.21,"Rain, Partially cloudy"
116,"Krishnarajanagara, Karnataka, India",04/27/2010,25.7,25.7,25.7,,,0,,,0,,,2.5,51.3,77.9,Partially cloudy
117,"Krishnarajanagara, Karnataka, India",04/28/2010,22.4,22.4,22.4,,,49.43,,,0,,,1.2,51.3,89.52,"Rain, Partially cloudy"
118,"Krishnarajanagara, Karnataka, India",04/29/2010,24,24,24,,,19.97,,,0,,,1.2,37.7,83.36,"Rain, Partially cloudy"
119,"Krishnarajanagara, Karnataka, India",04/30/2010,26.2,26.2,26.2,,,0,,,0.4,140,,2,43.5,75.92,Partially cloudy
120,"Krishnarajanagara, Karnataka, India",05-01-2010,,,,,,0,,,,,,,,,
121,"Krishnarajanagara, Karnataka, India",05-02-2010,23.7,23.7,23.7,,,11,,,1.4,250,,2,56.8,86.49,"Rain, Partially cloudy"
122,"Krishnarajanagara, Karnataka, India",05-03-2010,24.4,24.4,24.4,,,19,,,1.4,160,,2,30,78,"Rain, Partially cloudy"
123,"Krishnarajanagara, Karnataka, India",05-04-2010,25.3,25.3,25.3,,,0,,,1.4,230,,2,41,86.07,Partially cloudy
124,"Krishnarajanagara, Karnataka, India",05-05-2010,25,25,25,,,0,,,2.8,250,,2,57.7,82.06,Partially cloudy
125,"Krishnarajanagara, Karnataka, India",05-06-2010,22.9,22.9,22.9,,,0,,,0,,,2,90,85.82,Overcast
126,"Krishnarajanagara, Karnataka, India",05-07-2010,,,,,,0,,,,,,,,,
127,"Krishnarajanagara, Karnataka, India",05-08-2010,26.1,26.1,26.1,,,0,,,1.4,250,,1.2,25.5,83,Partially cloudy
128,"Krishnarajanagara, Karnataka, India",05-09-2010,24.5,24.5,24.5,,,15.97,,,0,,,2,41,84.36,"Rain, Partially cloudy"
129,"Krishnarajanagara, Karnataka, India",05-10-2010,25.2,25.2,25.2,,,0,,,0,,,2,30,84.49,Partially cloudy
130,"Krishnarajanagara, Karnataka, India",05-11-2010,25,25,25,,,5.81,,,1.4,270,,2,28.1,84.39,"Rain, Partially cloudy"
131,"Krishnarajanagara, Karnataka, India",05-12-2010,26.2,26.2,26.2,,,16,,,1.4,290,,2,28.1,76.03,"Rain, Partially cloudy"
132,"Krishnarajanagara, Karnataka, India",05/13/2010,26.2,26.2,26.2,,,0,,,2.8,270,,2,9,70.09,Clear
133,"Krishnarajanagara, Karnataka, India",05/14/2010,24.7,24.7,24.7,,,0,,,2.8,270,,2,30,83.67,Partially cloudy
134,"Krishnarajanagara, Karnataka, India",05/15/2010,25.4,25.4,25.4,,,0,,,3.2,317,,8.2,92.3,82.61,Overcast
135,"Krishnarajanagara, Karnataka, India",05/16/2010,24.3,24.3,24.3,,,2,,,2.8,250,,2,51.3,75.59,"Rain, Partially cloudy"
136,"Krishnarajanagara, Karnataka, India",05/17/2010,25.4,25.4,25.4,,,2,,,4.6,255,,2,49,83.81,"Rain, Partially cloudy"
137,"Krishnarajanagara, Karnataka, India",05/18/2010,25.2,25.2,25.2,,,13,,,3.2,230,,1.8,45.8,86.73,"Rain, Partially cloudy"
138,"Krishnarajanagara, Karnataka, India",05/19/2010,23.9,23.9,23.9,,,3,,,4.2,270,,2,92.3,88.01,"Rain, Overcast"
139,"Krishnarajanagara, Karnataka, India",05/20/2010,22.1,22.1,22.1,,,14.13,,,4.5,239,,1.8,100,91.23,"Rain, Overcast"
140,"Krishnarajanagara, Karnataka, India",05/21/2010,24.1,24.1,24.1,,,1,,,3.6,230,,1,100,86.41,"Rain, Overcast"
141,"Krishnarajanagara, Karnataka, India",05/22/2010,,,,,,0,,,,,,,,,
142,"Krishnarajanagara, Karnataka, India",05/23/2010,24.3,24.3,24.3,,,0,,,3.6,266,,2,44.5,87.77,Partially cloudy
143,"Krishnarajanagara, Karnataka, India",05/24/2010,24.8,24.8,24.8,,,0.6,,,2.8,270,,2,45.8,89.64,"Rain, Partially cloudy"
144,"Krishnarajanagara, Karnataka, India",05/25/2010,25,25,25,,,0.4,,,3.6,266,,2,25.8,87.32,"Rain, Partially cloudy"
145,"Krishnarajanagara, Karnataka, India",05/26/2010,24.7,24.7,24.7,,,0,,,1.8,281,,2,25.8,84.56,Partially cloudy
146,"Krishnarajanagara, Karnataka, India",05/27/2010,25.1,25.1,25.1,,,0,,,1.8,276,,2,43.5,81.85,Partially cloudy
147,"Krishnarajanagara, Karnataka, India",05/28/2010,24.9,24.9,24.9,,,0,,,3.6,281,,2,16.8,81.49,Clear
148,"Krishnarajanagara, Karnataka, India",05/29/2010,25.1,25.1,25.1,,,0,,,1.8,270,,8.2,25.8,81.85,Partially cloudy
149,"Krishnarajanagara, Karnataka, India",05/30/2010,25.5,25.5,25.5,,,0,,,4.6,239,,2,32.3,84.35,Partially cloudy
150,"Krishnarajanagara, Karnataka, India",05/31/2010,22.7,22.7,22.7,,,28.94,,,0,,,2,83.2,84.75,"Rain, Overcast"
151,"Krishnarajanagara, Karnataka, India",06-01-2010,23.3,23.3,23.3,,,0,,,0,,,2,90,87.48,Overcast
152,"Krishnarajanagara, Karnataka, India",06-02-2010,25.2,25.2,25.2,,,0,,,0.4,270,,8.2,32.3,79.95,Partially cloudy
153,"Krishnarajanagara, Karnataka, India",06-03-2010,21.4,21.4,21.4,,,21.97,,,1.4,200,,1.8,92.3,91.94,"Rain, Overcast"
154,"Krishnarajanagara, Karnataka, India",06-04-2010,25.4,25.4,25.4,,,0,,,0,,,1.7,33.2,84.46,Partially cloudy
155,"Krishnarajanagara, Karnataka, India",06-05-2010,,,,,,0,,,,,,,,,
156,"Krishnarajanagara, Karnataka, India",06-06-2010,22.4,22.4,22.4,,,7.87,,,2.6,250,,1.8,84.5,92.25,"Rain, Overcast"
157,"Krishnarajanagara, Karnataka, India",06-07-2010,22.7,22.7,22.7,,,2,,,1.8,250,,8.2,90,88.09,"Rain, Overcast"
158,"Krishnarajanagara, Karnataka, India",06-08-2010,23.2,23.2,23.2,,,3,,,1.4,250,,2,43.5,80.84,"Rain, Partially cloudy"
159,"Krishnarajanagara, Karnataka, India",06-09-2010,23.3,23.3,23.3,,,0.8,,,1.8,281,,1.8,45.8,86.84,"Rain, Partially cloudy"
160,"Krishnarajanagara, Karnataka, India",06-10-2010,23.2,23.2,23.2,,,3,,,1.8,281,,2,95.5,86.69,"Rain, Overcast"
161,"Krishnarajanagara, Karnataka, India",06-11-2010,22.9,22.9,22.9,,,1,,,0,,,1.8,84.5,85.33,"Rain, Overcast"
162,"Krishnarajanagara, Karnataka, India",06-12-2010,22.3,22.3,22.3,,,4,,,3.2,239,,1.8,100,87.11,"Rain, Overcast"
163,"Krishnarajanagara, Karnataka, India",06/13/2010,21.7,21.7,21.7,,,13.57,,,2.8,230,,1.8,100,95.35,"Rain, Overcast"
164,"Krishnarajanagara, Karnataka, India",06/14/2010,22.6,22.6,22.6,,,14.45,,,6.3,250,,2.5,92.3,85.89,"Rain, Overcast"
165,"Krishnarajanagara, Karnataka, India",06/15/2010,22.2,22.2,22.2,,,13.67,,,2.8,230,,1,100,87.94,"Rain, Overcast"
166,"Krishnarajanagara, Karnataka, India",06/16/2010,22.4,22.4,22.4,,,4.03,,,1.8,239,,1.8,53.5,92.51,"Rain, Partially cloudy"
167,"Krishnarajanagara, Karnataka, India",06/17/2010,23.3,23.3,23.3,,,2.49,,,2.2,245,,1,90,90.44,"Rain, Overcast"
168,"Krishnarajanagara, Karnataka, India",06/18/2010,22.6,22.6,22.6,,,9,,,1.4,230,,1.8,92.3,90.96,"Rain, Overcast"
169,"Krishnarajanagara, Karnataka, India",06/19/2010,23.1,23.1,23.1,,,2.19,,,1.8,276,,2,66.8,88.48,"Rain, Partially cloudy"
170,"Krishnarajanagara, Karnataka, India",06/20/2010,23.4,23.4,23.4,,,8,,,2.8,230,,3.5,43.5,89.54,"Rain, Partially cloudy"
171,"Krishnarajanagara, Karnataka, India",06/21/2010,23.4,23.4,23.4,,,2,,,2.8,230,,2.5,51.3,86.25,"Rain, Partially cloudy"
172,"Krishnarajanagara, Karnataka, India",06/22/2010,23.9,23.9,23.9,,,0,,,4.2,250,,3.5,56.8,82.47,Partially cloudy
173,"Krishnarajanagara, Karnataka, India",06/23/2010,,,,,,0,,,,,,,,,
174,"Krishnarajanagara, Karnataka, India",06/24/2010,,,,,,0,,,,,,,,,
175,"Krishnarajanagara, Karnataka, India",06/25/2010,22.3,22.3,22.3,,,6.74,,,6.3,302,,1.8,69,90.58,"Rain, Partially cloudy"
176,"Krishnarajanagara, Karnataka, India",06/26/2010,25.1,25.1,25.1,,,0,,,5.4,270,,2,90,77.55,Overcast
177,"Krishnarajanagara, Karnataka, India",06/27/2010,23.6,23.6,23.6,,,14,,,4.6,281,,1.8,66.8,84.24,"Rain, Partially cloudy"
178,"Krishnarajanagara, Karnataka, India",06/28/2010,23.7,23.7,23.7,,,0,,,1.8,290,,2,30,89.66,Partially cloudy
179,"Krishnarajanagara, Karnataka, India",06/29/2010,24.2,24.2,24.2,,,5,,,4.6,281,,2,59,83.46,"Rain, Partially cloudy"
180,"Krishnarajanagara, Karnataka, India",06/30/2010,,,,,,0,,,,,,,,,
181,"Krishnarajanagara, Karnataka, India",07-01-2010,22.6,22.6,22.6,,,5,,,2.8,250,,1.8,92.3,85.14,"Rain, Overcast"
182,"Krishnarajanagara, Karnataka, India",07-02-2010,21.4,21.4,21.4,,,3.02,,,5.9,230,,1.8,92.3,83.27,"Rain, Overcast"
183,"Krishnarajanagara, Karnataka, India",07-03-2010,,,,,,0,,,,,,,,,
184,"Krishnarajanagara, Karnataka, India",07-04-2010,22.4,22.4,22.4,,,19,,,3.2,239,,2.2,61.3,86.12,"Rain, Partially cloudy"
185,"Krishnarajanagara, Karnataka, India",07-05-2010,,,,,,0,,,,,,,,,
186,"Krishnarajanagara, Karnataka, India",07-06-2010,21.7,21.7,21.7,,,10.35,,,0.4,230,,1.8,92.3,90.54,"Rain, Overcast"
187,"Krishnarajanagara, Karnataka, India",07-07-2010,23.4,23.4,23.4,,,2,,,3.6,230,,4,80,86.93,"Rain, Overcast"
188,"Krishnarajanagara, Karnataka, India",07-08-2010,,,,,,0,,,,,,,,,
189,"Krishnarajanagara, Karnataka, India",07-09-2010,21.6,21.6,21.6,,,0.6,,,0,,,1.2,97.7,92.89,"Rain, Overcast"
190,"Krishnarajanagara, Karnataka, India",07-10-2010,23.4,23.4,23.4,,,0,,,0,,,1.2,41.3,86.89,Partially cloudy
191,"Krishnarajanagara, Karnataka, India",07-11-2010,23.4,23.4,23.4,,,11.29,,,0.4,320,,2,60,89.16,"Rain, Partially cloudy"
192,"Krishnarajanagara, Karnataka, India",07-12-2010,23.1,23.1,23.1,,,9,,,1.8,281,,2,90,89.49,"Rain, Overcast"
193,"Krishnarajanagara, Karnataka, India",07/13/2010,22.4,22.4,22.4,,,14,,,2.8,270,,2,69,91.07,"Rain, Partially cloudy"
194,"Krishnarajanagara, Karnataka, India",07/14/2010,23,23,23,,,8,,,2.6,281,,2,41.3,82.61,"Rain, Partially cloudy"
195,"Krishnarajanagara, Karnataka, India",07/15/2010,22.8,22.8,22.8,,,1.23,,,3.2,266,,2,43.5,86.38,"Rain, Partially cloudy"
196,"Krishnarajanagara, Karnataka, India",07/16/2010,22.7,22.7,22.7,,,9,,,1.4,230,,1.8,92.3,88.11,"Rain, Overcast"
197,"Krishnarajanagara, Karnataka, India",07/17/2010,21.4,21.4,21.4,,,21.19,,,3.2,281,,2,82.3,89.15,"Rain, Overcast"
198,"Krishnarajanagara, Karnataka, India",07/18/2010,22.1,22.1,22.1,,,7.29,,,4,281,,1.8,69,89.7,"Rain, Partially cloudy"
199,"Krishnarajanagara, Karnataka, India",07/19/2010,21.9,21.9,21.9,,,10.67,,,4.5,281,,1.8,100,88.53,"Rain, Overcast"
200,"Krishnarajanagara, Karnataka, India",07/20/2010,22.6,22.6,22.6,,,12.8,,,5,250,,1.5,69,86.37,"Rain, Partially cloudy"
201,"Krishnarajanagara, Karnataka, India",07/21/2010,22,22,22,,,14.22,,,4,281,,1.8,92.3,94.39,"Rain, Overcast"
202,"Krishnarajanagara, Karnataka, India",07/22/2010,21.4,21.4,21.4,,,14.06,,,5.3,255,,1.8,92.3,95.55,"Rain, Overcast"
203,"Krishnarajanagara, Karnataka, India",07/23/2010,23,23,23,,,35,,,6.7,281,,2,28.1,79.41,"Rain, Partially cloudy"
